B/C row-gated bridge source verifier
row family=C rank=3 m_range=2..29 exact_through=61 exact_steps=27 interval_steps=1 minimum_m=2 minimum_margin=102376
step family=C rank=4 m=3 mode=exact margin=11893374
step family=C rank=4 m=4 mode=exact margin=1807515484
step family=C rank=4 m=5 mode=exact margin=355310498300
step family=C rank=4 m=6 mode=exact margin=86045064705096
step family=C rank=4 m=7 mode=exact margin=24782302927604056
step family=C rank=4 m=8 mode=exact margin=8277157593808151408
step family=C rank=4 m=9 mode=exact margin=3148413968653703488300
step family=C rank=4 m=10 mode=exact margin=1346541722087746926202624
step family=C rank=4 m=11 mode=exact margin=641880387725414814801289618
step family=C rank=4 m=12 mode=exact margin=339092837887702688900011219676
step family=C rank=4 m=13 mode=exact margin=197843955205973079288965024218732
step family=C rank=4 m=14 mode=exact margin=127235950889137377670517607077538456
step family=C rank=4 m=15 mode=exact margin=90070194577029970084884491818230630224
step family=C rank=4 m=16 mode=exact margin=70068597576927012673409127416379816486256
step family=C rank=4 m=17 mode=exact margin=59746023340294178081380912754786313319321016
step family=C rank=4 m=18 mode=exact margin=55621480778246642836170348817978313721317159712
step family=C rank=4 m=19 mode=exact margin=56245331054935249033038664932771139858335236684696
step family=C rank=4 m=20 mode=exact margin=61408204208640511091701991957090207725073517976360120
step family=C rank=4 m=21 mode=exact margin=71927412228708619359100694150320416228547625539942204236
step family=C rank=4 m=22 mode=exact margin=89819707549776693996811810687696767092376309102505860424800
step family=C rank=4 m=23 mode=exact margin=118884845177947139650439399080684033274856105209692767161233008
step family=C rank=4 m=24 mode=exact margin=165914536320774052044854286919047735529056313797891305580540514624
step family=C rank=4 m=25 mode=exact margin=243021354853147255117463215555335635609775151546657273148127032514176
step family=C rank=4 m=26 mode=exact margin=372103685420894262015388713641483043252239095448294313829060805678003904
step family=C rank=4 m=27 mode=exact margin=593511842222832019871117991228759423086695123487037432548414699131329941974
step family=C rank=4 m=28 mode=exact margin=983156309727890547473928027523268203861670065668130926491154762629673245664932
step family=C rank=4 m=29 mode=interval margin=1686873299816325172470176023440737043844430099055142316112331315117856939311080300
row family=C rank=4 m_range=3..29 exact_through=61 exact_steps=26 interval_steps=1 minimum_m=3 minimum_margin=11893374
step family=C rank=5 m=4 mode=exact margin=1873655816
step family=C rank=5 m=5 mode=exact margin=392482805130
step family=C rank=5 m=6 mode=exact margin=105426821671640
step family=C rank=5 m=7 mode=exact margin=35029305515443844
step family=C rank=5 m=8 mode=exact margin=13973276539147699228
step family=C rank=5 m=9 mode=exact margin=6530983928524155570008
step family=C rank=5 m=10 mode=exact margin=3507275419194395165684804
step family=C rank=5 m=11 mode=exact margin=2130593516039248970319456280
step family=C rank=5 m=12 mode=exact margin=1446170537968331626313406565960
step family=C rank=5 m=13 mode=exact margin=1086267703397477901967965814912730
step family=C rank=5 m=14 mode=exact margin=896232215905675390981088652714878880
step family=C rank=5 m=15 mode=exact margin=807673290648322794446800337957603324920
step family=C rank=5 m=16 mode=exact margin=791794116970702191231838926183228905238800
step family=C rank=5 m=17 mode=exact margin=842022199656592094179022736985253335412967480
step family=C rank=5 m=18 mode=exact margin=969531344499460116755353340283963974291724732640
step family=C rank=5 m=19 mode=exact margin=1207261640761923741524537033514112586649560188072096
step family=C rank=5 m=20 mode=exact margin=1624230816879697879816470777188863341530341292665640824
step family=C rank=5 m=21 mode=exact margin=2358764130865697758673040567614001189869924878412479321960
step family=C rank=5 m=22 mode=interval margin=3490708549877019415114455451974224757958709209604418416504392
step family=C rank=5 m=23 mode=interval margin=5673156665609411734601429791139104248404521262930980202947982700
step family=C rank=5 m=24 mode=interval margin=10069582479630823814158610723186710857275068444092770302793119476260
step family=C rank=5 m=25 mode=interval margin=19191228727544139565647761562853161327056303027536937024888768490896600
step family=C rank=5 m=26 mode=interval margin=38873303157896058066553173851835396156474319401519956621428809575617257900
step family=C rank=5 m=27 mode=interval margin=83046056540625683864990317722012307653868600142910471904115626548685216853560
step family=C rank=5 m=28 mode=interval margin=182983614672882972771373131794248454166567214189285245333356874643898709912186920
step family=C rank=5 m=29 mode=interval margin=345823845749877745611305452402481248483220414637091206362686940847890071461568060302
row family=C rank=5 m_range=4..29 exact_through=47 exact_steps=18 interval_steps=8 minimum_m=4 minimum_margin=1873655816
step family=C rank=6 m=5 mode=exact margin=394514168770
step family=C rank=6 m=6 mode=exact margin=107384856881352
step family=C rank=6 m=7 mode=exact margin=36679115719209408
step family=C rank=6 m=8 mode=exact margin=15327393441309450868
step family=C rank=6 m=9 mode=exact margin=7666809609791037464322
step family=C rank=6 m=10 mode=exact margin=4503911412726069074883704
step family=C rank=6 m=11 mode=exact margin=3056134074767500901715015180
step family=C rank=6 m=12 mode=exact margin=2360998747971167015972317248624
step family=C rank=6 m=13 mode=exact margin=2051021646939625352766434254296528
step family=C rank=6 m=14 mode=exact margin=1982443508406792715976441514535998744
step family=C rank=6 m=15 mode=exact margin=2113006031445427838613631782411779303496
step family=C rank=6 m=16 mode=exact margin=2464946606595882187964438099472430586218464
step family=C rank=6 m=17 mode=exact margin=3127566038547933644908122406778883683287908240
step family=C rank=6 m=18 mode=exact margin=4294021116736880777857187064698122362009658109568
step family=C rank=6 m=19 mode=exact margin=6352887195820828003144668590117328136634216313394812
step family=C rank=6 m=20 mode=exact margin=10094667844426822798629677408430083632116215207631576720
step family=C rank=6 m=21 mode=interval margin=13305725708483044980932585695158530895525644317735861894560
step family=C rank=6 m=22 mode=interval margin=19992710476643992412152987237290487650136722614106963310668672
step family=C rank=6 m=23 mode=interval margin=34520034230938001832114451468644224762987463978742634550918638880
step family=C rank=6 m=24 mode=interval margin=65604695049534702127111235110817274430116550370809528028876338198752
step family=C rank=6 m=25 mode=interval margin=134541483104332897658573934745202224136462470391542880073207492862846704
step family=C rank=6 m=26 mode=interval margin=294723633023684370049248255322452142673059887750429584252702722840469251776
step family=C rank=6 m=27 mode=interval margin=683942196312124064901610511609401141712064226703411552355614048573047316775576
step family=C rank=6 m=28 mode=interval margin=1666880162585113416134867881651034365642547095911595632065058908400527385782423712
step family=C rank=6 m=29 mode=interval margin=4218089251140576787799182981946960248910658881932522725405931774995706952052307521576
row family=C rank=6 m_range=5..29 exact_through=45 exact_steps=16 interval_steps=9 minimum_m=5 minimum_margin=394514168770
step family=C rank=7 m=6 mode=exact margin=107447947384176
step family=C rank=7 m=7 mode=exact margin=36776085547146778
step family=C rank=7 m=8 mode=exact margin=15451167065576943080
step family=C rank=7 m=9 mode=exact margin=7815189921805688132094
step family=C rank=7 m=10 mode=exact margin=4680843374908247797786660
step family=C rank=7 m=11 mode=exact margin=3272356641144540358867456112
step family=C rank=7 m=12 mode=exact margin=2636279532160068530563806745358
step family=C rank=7 m=13 mode=exact margin=2419467006931399167964212874676056
step family=C rank=7 m=14 mode=exact margin=2503412267908269049997318505396509208
step family=C rank=7 m=15 mode=exact margin=2893060772066895894800931509767309542152
step family=C rank=7 m=16 mode=exact margin=3702859313769219346400032028150185246042312
step family=C rank=7 m=17 mode=exact margin=5209601189193456311507793202964354276705990940
step family=C rank=7 m=18 mode=exact margin=8003138274022326831333111671359820961050396728472
step family=C rank=7 m=19 mode=exact margin=13345916657764247313868281843822243494827897354789768
step family=C rank=7 m=20 mode=interval margin=15307383359918802404329270621266854340703749330340327604
step family=C rank=7 m=21 mode=interval margin=20333916107763086128059649323772195266878160328359573032060
step family=C rank=7 m=22 mode=interval margin=32165429490881495684861007802534083307695237173228819552141600
step family=C rank=7 m=23 mode=interval margin=56901893952639844515612309617762592124531745372544722021230617158
step family=C rank=7 m=24 mode=interval margin=109472440848050269338612568277119841932816070537243392534984251713944
step family=C rank=7 m=25 mode=interval margin=226181531947964631508332089670236347080414506575505573876006812706906066
step family=C rank=7 m=26 mode=interval margin=497168486873646297021804556537616626993340378819695196086331342103802753044
step family=C rank=7 m=27 mode=interval margin=1151810697347267192516110913701434748378023017173673471975467596059382307086724
step family=C rank=7 m=28 mode=interval margin=2782061461401733643132900476885283179170212943516993460901035086544516616312929358
step family=C rank=7 m=29 mode=interval margin=6904979565167493282451112928754192512716641136623254923259010292972507648618527128036
row family=C rank=7 m_range=6..29 exact_through=43 exact_steps=14 interval_steps=10 minimum_m=6 minimum_margin=107447947384176
step family=C rank=8 m=7 mode=exact margin=36778104455980526
step family=C rank=8 m=8 mode=exact margin=15455858873032298196
step family=C rank=8 m=9 mode=exact margin=7823854785129388761824
step family=C rank=8 m=10 mode=exact margin=4695390884979779224761784
step family=C rank=8 m=11 mode=exact margin=3296047828208687723771166320
step family=C rank=8 m=12 mode=exact margin=2675045291504744876757998775312
step family=C rank=8 m=13 mode=exact margin=2484513364686245510479777229924774
step family=C rank=8 m=14 mode=exact margin=2616703783082207839992816555286455672
step family=C rank=8 m=15 mode=exact margin=3099384577411708142772364847152189299952
step family=C rank=8 m=16 mode=exact margin=4097451809878006062066334335803876470436648
step family=C rank=8 m=17 mode=exact margin=6003980851573525900113106225807968343604150104
step family=C rank=8 m=18 mode=exact margin=9688418871494590312691993366475840030058440401792
step family=C rank=8 m=19 mode=exact margin=17114739403035561633628847362598158167387890762028708
step family=C rank=8 m=20 mode=interval margin=19376245572406539296358755815097195330890456145540266168
step family=C rank=8 m=21 mode=interval margin=25472310686414011111182473835107231678407065141935503025620
step family=C rank=8 m=22 mode=interval margin=40308596121206262958509861750126663028775127440966194330400624
step family=C rank=8 m=23 mode=interval margin=71655261786313694916079856224580624378695450673527018799136476312
step family=C rank=8 m=24 mode=interval margin=138803295763381716435948360681290848671650667120017857240762623579712
step family=C rank=8 m=25 mode=interval margin=289177966524010459961510007021526849107643574815031011778037180156407536
step family=C rank=8 m=26 mode=interval margin=641878897143626475047136865632878587845703902158734565446352834698535866624
step family=C rank=8 m=27 mode=interval margin=1504119897568079776216166115135782454538870780442294072748704911848540941021644
step family=C rank=8 m=28 mode=interval margin=3682336088399564008258701541648835498762440847498074718414862387973189019638047368
step family=C rank=8 m=29 mode=interval margin=9291531308460591498942812242059039317191329851370523522423419172022152294010968840056
row family=C rank=8 m_range=7..29 exact_through=43 exact_steps=13 interval_steps=10 minimum_m=7 minimum_margin=36778104455980526
step family=C rank=9 m=8 mode=exact margin=15455926028593586224
step family=C rank=9 m=9 mode=exact margin=7824081245506456313754
step family=C rank=9 m=10 mode=exact margin=4695975158061149200401060
step family=C rank=9 m=11 mode=exact margin=3297379261045654527786596196
step family=C rank=9 m=12 mode=exact margin=2677921915912929713208758919486
step family=C rank=9 m=13 mode=exact margin=2490643627615629834172755559361262
step family=C rank=9 m=14 mode=exact margin=2629897948401662977844646603311418984
step family=C rank=9 m=15 mode=exact margin=3128491712823946008284555021562929749884
step family=C rank=9 m=16 mode=exact margin=4163889703737778004690079380950751684234184
step family=C rank=9 m=17 mode=exact margin=6161831769946379017677507087145435849812494272
step family=C rank=9 m=18 mode=exact margin=10080292898337675059082438246780498969419334616592
step family=C rank=9 m=19 mode=interval margin=10184194019817399511163296397463157337666577758048072
step family=C rank=9 m=20 mode=interval margin=11991133630072305406806097445402022934769204220925186744
step family=C rank=9 m=21 mode=interval margin=17148195211929825923297189391990002551027602818763157521932
step family=C rank=9 m=22 mode=interval margin=27680019235182038288608021625318240083880299776812958193336176
step family=C rank=9 m=23 mode=interval margin=48803603857919067585712120263748181291771727406537207649598055304
step family=C rank=9 m=24 mode=interval margin=92646214758646874149476779528178240217562618523769378586621932506120
step family=C rank=9 m=25 mode=interval margin=187344089325377494776718269763618792131185794531734557302642079677845734
step family=C rank=9 m=26 mode=interval margin=399154434285335078980279409873040858095897903876840367270251412558858705276
step family=C rank=9 m=27 mode=interval margin=884260010677950918460309730572855701517056818989914681792487112119801190758836
step family=C rank=9 m=28 mode=interval margin=1999072088451462975810085222695694936878761269299645450769175205767357209504503618
step family=C rank=9 m=29 mode=interval margin=4468465996490434727030694171977614334513492024755301681251524220062673375722204812670
row family=C rank=9 m_range=8..29 exact_through=41 exact_steps=11 interval_steps=11 minimum_m=8 minimum_margin=15455926028593586224
step family=C rank=10 m=9 mode=exact margin=7824083577096211305546
step family=C rank=10 m=10 mode=exact margin=4695986195728461152511760
step family=C rank=10 m=11 mode=exact margin=3297417942656221288575121100
step family=C rank=10 m=12 mode=exact margin=2678038629521973968102694069380
step family=C rank=10 m=13 mode=exact margin=2490970717074651842405215810134130
step family=C rank=10 m=14 mode=exact margin=2630786892228913400074096068806428368
step family=C rank=10 m=15 mode=exact margin=3130897239542075765125443169657442310192
step family=C rank=10 m=16 mode=exact margin=4170481772622763338298732550737157039272912
step family=C rank=10 m=17 mode=exact margin=6180331073783551503081377176271304881046224104
step family=C rank=10 m=18 mode=exact margin=10133855173676951763316419528785848533165022529696
step family=C rank=10 m=19 mode=interval margin=10233428772937621026783879589268456204065417627389140
step family=C rank=10 m=20 mode=interval margin=12043917765646962238479276759829511740906539756939694824
step family=C rank=10 m=21 mode=interval margin=17222818803911791270888676123358349972225930650336078951536
step family=C rank=10 m=22 mode=interval margin=27803424763594202624297155971914454648935384849587881432303040
step family=C rank=10 m=23 mode=interval margin=49029612960870588362634247372458977138053912231232284781099937040
step family=C rank=10 m=24 mode=interval margin=93096021287373741836884257338758962947423287677008915930277907158432
step family=C rank=10 m=25 mode=interval margin=188306040058614703691567353021601119344121747103241083024354677919816820
step family=C rank=10 m=26 mode=interval margin=401343197508079945613223470022610247880975418595873305855303877427258585760
step family=C rank=10 m=27 mode=interval margin=889502869047412781444651061029118780358929879013119919630098281203906106607640
step family=C rank=10 m=28 mode=interval margin=2012121260048788274420232559044164683158489866383685273048619111692707875694628360
step family=C rank=10 m=29 mode=interval margin=4501585165577493334070326506533588659688627788976983195612090193862136414054468467560
row family=C rank=10 m_range=9..29 exact_through=41 exact_steps=10 interval_steps=11 minimum_m=9 minimum_margin=7824083577096211305546
step family=C rank=11 m=10 mode=exact margin=4695986280365999713677320
step family=C rank=11 m=11 mode=exact margin=3297418489950010566321091482
step family=C rank=11 m=12 mode=exact margin=2678041174946666300155651794788
step family=C rank=11 m=13 mode=exact margin=2490980681039920616824832120024438
step family=C rank=11 m=14 mode=exact margin=2630822454108956347338168952729782456
step family=C rank=11 m=15 mode=exact margin=3131018432064276456397070650453121383300
step family=C rank=11 m=16 mode=exact margin=4170887640722963644184201719337759691838192
step family=C rank=11 m=17 mode=exact margin=6181692088235689307859895694992250173832711096
step family=C rank=11 m=18 mode=exact margin=10138483331630841092059688867889505835634649712228
step family=C rank=11 m=19 mode=interval margin=10237601476429036770519218481164402700914717845954148
step family=C rank=11 m=20 mode=interval margin=12048287157496366558183221705348218500201908622012182168
step family=C rank=11 m=21 mode=interval margin=17228950262310364114953485839826451177131510625973534695656
step family=C rank=11 m=22 mode=interval margin=27813562444206277302431800408091034834735658318532993684325200
step family=C rank=11 m=23 mode=interval margin=49048219485232627314856811357566383893204651077560626195350092240
step family=C rank=11 m=24 mode=interval margin=93133184817357738432424727342791557099555451987134853119725754086704
step family=C rank=11 m=25 mode=interval margin=188385911309595353749871094744243579826570379653964316089472124897795760
step family=C rank=11 m=26 mode=interval margin=401526123005701826060935705784815551555764202214440819448226892734173972224
step family=C rank=11 m=27 mode=interval margin=889944829926013090351676157629549095867432169035583062512324221720259976053250
step family=C rank=11 m=28 mode=interval margin=2013234127406322537593321044237870644244958547345992608681205212703122968252926556
step family=C rank=11 m=29 mode=interval margin=4504456593628429107108119753240929765553292768609159528022126382044260738023039145366
row family=C rank=11 m_range=10..29 exact_through=41 exact_steps=9 interval_steps=11 minimum_m=10 minimum_margin=4695986280365999713677320
step family=C rank=12 m=11 mode=exact margin=3297418493163487059530769526
step family=C rank=12 m=12 mode=exact margin=2678041202682383648306796798348
step family=C rank=12 m=13 mode=exact margin=2490980848901870307332058847414500
step family=C rank=12 m=14 mode=exact margin=2630823292007007051805845428365532296
step family=C rank=12 m=15 mode=exact margin=3131022182153893846124752501361710613048
step family=C rank=12 m=16 mode=exact margin=4170903442167891682329794159420004642603200
step family=C rank=12 m=17 mode=exact margin=6181756729796337331212715136620274045595861472
step family=C rank=12 m=18 mode=exact margin=10138745351729327542432624761581923309500698167536
step family=C rank=12 m=19 mode=interval margin=10237833418328282332699833070744938443430457180201224
step family=C rank=12 m=20 mode=interval margin=12048524489101964334870188628822606765066792046412241744
step family=C rank=12 m=21 mode=interval margin=17229280748453702816906466189461306067961201938398474840880
step family=C rank=12 m=22 mode=interval margin=27814108481944019325994758871638059077384682133353128311742656
step family=C rank=12 m=23 mode=interval margin=49049223077930042661064689287689397249670858891989877831877350016
step family=C rank=12 m=24 mode=interval margin=93135194488149431773965564520109087788230298409175490012971891693904
step family=C rank=12 m=25 mode=interval margin=188390246286117440213997255298923280684341078820848433261273552703805056
step family=C rank=12 m=26 mode=interval margin=401536100000201090507409790766285162111561131559768649318132554012677061312
step family=C rank=12 m=27 mode=interval margin=889969092577142904690835756433541538659023847003558774528384967144075901669928
step family=C rank=12 m=28 mode=interval margin=2013295762893851706329041048867094895784109861261845946381112188167843213363533504
step family=C rank=12 m=29 mode=interval margin=4504617631421772475116407747090240079252999602692862050164531214013241109421372235120
row family=C rank=12 m_range=11..29 exact_through=41 exact_steps=8 interval_steps=11 minimum_m=11 minimum_margin=3297418493163487059530769526
step family=C rank=13 m=12 mode=exact margin=2678041202809947173138448723096
step family=C rank=13 m=13 mode=exact margin=2490980850342673304201368728639226
step family=C rank=13 m=14 mode=exact margin=2630823303163838083172684415336801344
step family=C rank=13 m=15 mode=exact margin=3131022252121222973421979196940643029876
step family=C rank=13 m=16 mode=exact margin=4170903829667930279601008285082927570651568
step family=C rank=13 m=17 mode=exact margin=6181758724353696053183789318923109702972319040
step family=C rank=13 m=18 mode=exact margin=10138755208598481488213658566477086421909465514428
step family=C rank=13 m=19 mode=interval margin=10237841988400731687266906933262580332557078701807082
step family=C rank=13 m=20 mode=interval margin=12048533057754217612034013073761817892821140263216717580
step family=C rank=13 m=21 mode=interval margin=17229292585125798989640548452602045502542683207079380842564
step family=C rank=13 m=22 mode=interval margin=27814128018495940020540102666095563563216452995047327258022048
step family=C rank=13 m=23 mode=interval margin=49049259018397901830867723992757516196788251420591268995297135768
step family=C rank=13 m=24 mode=interval margin=93135266596665444933295539653551236392791414183903875185288882677456
step family=C rank=13 m=25 mode=interval margin=188390402267702547665324524720143563680552520303396584169457566196217808
step family=C rank=13 m=26 mode=interval margin=401536460370558645727482626519799844234305439310858211463067259266869665872
step family=C rank=13 m=27 mode=interval margin=889969973443124223731438982284095315166520422425394014717148843374131846997176
step family=C rank=13 m=28 mode=interval margin=2013298016194380614301484028471094063104623097014929089290522355227587952759155048
step family=C rank=13 m=29 mode=interval margin=4504623576937105288998320133994137571645602835345914841931514821425542752885841037734
row family=C rank=13 m_range=12..29 exact_through=41 exact_steps=7 interval_steps=11 minimum_m=12 minimum_margin=2678041202809947173138448723096
step family=C rank=14 m=13 mode=exact margin=2490980850347963520355380392868194
step family=C rank=14 m=14 mode=exact margin=2630823303240699131865190143280800024
step family=C rank=14 m=15 mode=exact margin=3131022252871559024359291965007674260360
step family=C rank=14 m=16 mode=exact margin=4170903835503547959092230801644484365425396
step family=C rank=14 m=17 mode=exact margin=6181758763885178205281881049635656631704384886
step family=C rank=14 m=18 mode=exact margin=10138755454555542045968161415210737898939959442264
step family=C rank=14 m=19 mode=interval margin=10237842198425862420115324852971289826579528949957384
step family=C rank=14 m=20 mode=interval margin=12048533262854298050136560278076908412541067441713221576
step family=C rank=14 m=21 mode=interval margin=17229292866081533493588632726533219226476606415166934093044
step family=C rank=14 m=22 mode=interval margin=27814128481621369774257743885838679180178672916844703216828416
step family=C rank=14 m=23 mode=interval margin=49049259870899587453112865980353245110348401414514956272410264960
step family=C rank=14 m=24 mode=interval margin=93135268309604058166072318278661636527285533411299784632036719863888
step family=C rank=14 m=25 mode=interval margin=188390405981365344068234083737485042047743893561365628642865386718222776
step family=C rank=14 m=26 mode=interval margin=401536468976852977621844927874995691045820651269732048648759475282907840544
step family=C rank=14 m=27 mode=interval margin=889969994567033453961676596156563991811947189168617252725106381999229255050464
step family=C rank=14 m=28 mode=interval margin=2013298070535153753507225975620336333244575085782814992927108569461750245586597504
step family=C rank=14 m=29 mode=interval margin=4504623721462903496263837429624071273814288822427089554847249398563612868309320549540
row family=C rank=14 m_range=13..29 exact_through=41 exact_steps=6 interval_steps=11 minimum_m=13 minimum_margin=2490980850347963520355380392868194
step family=C rank=15 m=14 mode=exact margin=2630823303240928098202060420383608416
step family=C rank=15 m=15 mode=exact margin=3131022252875774206768659075791927559930
step family=C rank=15 m=16 mode=exact margin=4170903835554754842529795274515822401003120
step family=C rank=15 m=17 mode=exact margin=6181758764373438076693680958338386517366779326
step family=C rank=15 m=18 mode=exact margin=10138755458559787919000702701966549543748451768552
step family=C rank=15 m=19 mode=interval margin=10237842201782402258995153930406904748947948896416766
step family=C rank=15 m=20 mode=interval margin=12048533266053391610405223622855699664931700112171967148
step family=C rank=15 m=21 mode=interval margin=17229292870425167895358370234036855512061578824062887668616
step family=C rank=15 m=22 mode=interval margin=27814128488770783966778830674213831622545262244634378155147888
step family=C rank=15 m=23 mode=interval margin=49049259884064808590012735722369914375014845875863641432904608400
step family=C rank=15 m=24 mode=interval margin=93135268336087913428619842620331945535222260576406862115392520277136
step family=C rank=15 m=25 mode=interval margin=188390406038887402204154637568639518999710631876856059759466627151844776
step family=C rank=15 m=26 mode=interval margin=401536469110497192459276788949279183097326411769344482264808516975107081824
step family=C rank=15 m=27 mode=interval margin=889969994896184808550097717393972132844626548060060842239464730009659091857000
step family=C rank=15 m=28 mode=interval margin=2013298071385840532459480624579467017721778944889629071774513832908553252794648080
step family=C rank=15 m=29 mode=interval margin=4504623723740291985193552752951467663010612825428501048761963673324305865673121532416
row family=C rank=15 m_range=14..29 exact_through=41 exact_steps=5 interval_steps=11 minimum_m=14 minimum_margin=2630823303240928098202060420383608416
step family=C rank=16 m=15 mode=exact margin=3131022252875784537354915902151059260830
step family=C rank=16 m=16 mode=exact margin=4170903835554992631173917842912979121754052
step family=C rank=16 m=17 mode=exact margin=6181758764376991440998064131631597242474633528
step family=C rank=16 m=18 mode=exact margin=10138755458600903519748579712673549651791390107768
step family=C rank=16 m=19 mode=interval margin=10237842201816205525812991975919936949862602550534504
step family=C rank=16 m=20 mode=interval margin=12048533266084801855078311325460618185279317152164434656
step family=C rank=16 m=21 mode=interval margin=17229292870467415943303924522391991274102483498476358131576
step family=C rank=16 m=22 mode=interval margin=27814128488840207065818511964608858986841304140948656684159664
step family=C rank=16 m=23 mode=interval margin=49049259884192672743253455001575899737892878224162603742045108072
step family=C rank=16 m=24 mode=interval margin=93135268336345371537344365671731044488010386919569413818800741252144
step family=C rank=16 m=25 mode=interval margin=188390406039447439225933629911710636521379953960077518119704381475758976
step family=C rank=16 m=26 mode=interval margin=401536469111801131234399500429910380869680736847861971664158019274197242464
step family=C rank=16 m=27 mode=interval margin=889969994899405555411069933796049499218713412055257164567070637610244706829824
step family=C rank=16 m=28 mode=interval margin=2013298071394197271425403955799079691005975985662240795132111362020085660420675008
step family=C rank=16 m=29 mode=interval margin=4504623723762787723554838497428436968693373317767169873210067138464658772884552882848
row family=C rank=16 m_range=15..29 exact_through=41 exact_steps=4 interval_steps=11 minimum_m=15 minimum_margin=3131022252875784537354915902151059260830
step family=C rank=17 m=16 mode=exact margin=4170903835554993116478763550594312225023616
step family=C rank=17 m=17 mode=exact margin=6181758764377005242887293055306975249727559258
step family=C rank=17 m=18 mode=exact margin=10138755458601154604377641150079940819329389377900
step family=C rank=17 m=19 mode=interval margin=10237842201816407729117761016993136639206452938981022
step family=C rank=17 m=20 mode=interval margin=12048533266084984778131294441057436652770726508962678644
step family=C rank=17 m=21 mode=interval margin=17229292870467659506855645371798540271349212040470694421944
step family=C rank=17 m=22 mode=interval margin=27814128488840606564988357099770067901512278260495046699221216
step family=C rank=17 m=23 mode=interval margin=49049259884193408595860775584783358926456448187805875600301320376
step family=C rank=17 m=24 mode=interval margin=93135268336346854313837869564522948737399572180570849820150285591280
step family=C rank=17 m=25 mode=interval margin=188390406039450668750840542187207856869079679381335799584486074612590456
step family=C rank=17 m=26 mode=interval margin=401536469111808664217790295029653119189899504984387692365288728300933258064
step family=C rank=17 m=27 mode=interval margin=889969994899424208029711327622587638393290258133162757903497550642925330816904
step family=C rank=17 m=28 mode=interval margin=2013298071394245831771928544858156948426026921981104676061855453828321240659305968
step family=C rank=17 m=29 mode=interval margin=4504623723762919062335837898098805440676645090615020476806089732808447511908562129536
row family=C rank=17 m_range=16..29 exact_through=41 exact_steps=3 interval_steps=11 minimum_m=16 minimum_margin=4170903835554993116478763550594312225023616
step family=C rank=18 m=17 mode=exact margin=6181758764377005266596511719081991882338846906
step family=C rank=18 m=18 mode=exact margin=10138755458601155428636459853406597630409414712736
step family=C rank=18 m=19 mode=interval margin=10237842201816408378144204914702523827981299551962796
step family=C rank=18 m=20 mode=interval margin=12048533266084985348729735618531314968127553853420826056
step family=C rank=18 m=21 mode=interval margin=17229292870467660258327199507577707513883995389842058576516
step family=C rank=18 m=22 mode=interval margin=27814128488840607795101532572976732598103304038688111311316240
step family=C rank=18 m=23 mode=interval margin=49049259884193410861572381347143765630416712062057231462783255536
step family=C rank=18 m=24 mode=interval margin=93135268336346858882152371225497058311250908632011714108682508308320
step family=C rank=18 m=25 mode=interval margin=188390406039450678711542257031495763361859206970154781558124418604278696
step family=C rank=18 m=26 mode=interval margin=401536469111808687487897513119186357014897320107510590186316619862932652224
step family=C rank=18 m=27 mode=interval margin=889969994899424265773078042949604866721077203839319292080061092241369288700624
step family=C rank=18 m=28 mode=interval margin=2013298071394245982541214953589502543437769033661521849520619750406908174214817888
step family=C rank=18 m=29 mode=interval margin=4504623723762919471783126858448035566456075860952559183330700828030799737940446034384
row family=C rank=18 m_range=17..29 exact_through=41 exact_steps=2 interval_steps=11 minimum_m=17 minimum_margin=6181758764377005266596511719081991882338846906
step family=C rank=19 m=18 mode=exact margin=10138755458601155429839598993345519985737731276344
step family=C rank=19 m=19 mode=interval margin=10237842201816408379068228449077622006019504071261806
step family=C rank=19 m=20 mode=interval margin=12048533266084985349517419268855188917991120352841562084
step family=C rank=19 m=21 mode=interval margin=17229292870467660259352167969630379676887242430381466927996
step family=C rank=19 m=22 mode=interval margin=27814128488840607796775649441231682681587880090191551952314640
step family=C rank=19 m=23 mode=interval margin=49049259884193410864655512818186877062047662901104920228472029880
step family=C rank=19 m=24 mode=interval margin=93135268336346858888371960537962424579697190130414544150281370214000
step family=C rank=19 m=25 mode=interval margin=188390406039450678725116052218223812999048432451315938225569535033392496
step family=C rank=19 m=26 mode=interval margin=401536469111808687519651873574489466631079184687671272387307756417891411744
step family=C rank=19 m=27 mode=interval margin=889969994899424265852022859810359656638615831961138173657094178281933023598664
step family=C rank=19 m=28 mode=interval margin=2013298071394245982747871160134235600739219833564900414861708343334332851288153008
step family=C rank=19 m=29 mode=interval margin=4504623723762919472346360308912979853153891604085052232194630163063510345045415843984
row family=C rank=19 m_range=18..29 exact_through=41 exact_steps=1 interval_steps=11 minimum_m=18 minimum_margin=10138755458601155429839598993345519985737731276344
step family=C rank=20 m=19 mode=interval margin=10237842201816408379068600493112647529632160888675776
step family=C rank=20 m=20 mode=interval margin=12048533266084985349517725893984696873120216690355151744
step family=C rank=20 m=21 mode=interval margin=17229292870467660259352561664279430505593083355920606035328
step family=C rank=20 m=22 mode=interval margin=27814128488840607796776290910744194719672855200845116556797440
step family=C rank=20 m=23 mode=interval margin=49049259884193410864656693943400412325841202309321383513451108352
step family=C rank=20 m=24 mode=interval margin=93135268336346858888374344201161354071645933808618659836862558556672
step family=C rank=20 m=25 mode=interval margin=188390406039450678725121258613913428651096037529804765792174674475037696
